0.25288,-0.081202
-0.98708,0.25809
0.85011,0.67029
-0.91934,0.47029
1.7072,-0.25256
1.0961,-0.39484
0.76238,0.62664
0.88325,-0.52749
0.44208,0.88091
-0.54902,0.85736
0.36764,-0.22339
0.043473,0.22889
2.0718,0.23654
-0.71766,0.71016
1.918,0.12373
0.66728,-0.47534
-0.21285,0.95643
-0.016414,1.0141
-0.15716,0.99643
0.60651,-0.3729
0.961,0.24844
0.34011,-0.29752
-0.61213,0.76112
-0.8758,0.58405
0.91683,0.24909
1.0189,0.18864
-0.98963,0.21484
1.9865,0.27441
1.6185,-0.25722
-0.05258,1.0674
-0.45277,0.8786
0.44728,-0.31741
0.55031,0.89182
0.090088,0.10942
1.024,0.26867
1.0352,-0.35842
1.1502,-0.50159
0.40075,-0.27692
0.58596,0.79057
1.241,-0.44003
0.54163,-0.41662
-0.55873,0.83008
0.93506,-0.41826
0.88217,0.49972
0.84436,-0.48804
0.12187,-0.087499
0.83415,-0.49167
1.5879,-0.17927
-0.24748,1.0514
0.55589,0.82539
1.9169,0.46165
-0.35484,0.91803
1.1551,-0.49688
1.046,-0.39976
0.63693,-0.32665
0.014505,0.40862
2.1091,0.42136
-0.79187,0.35191
-0.83341,0.58027
-0.42584,1.0002
0.92826,-0.49149
1.2462,-0.36105
1.7882,-0.02954
0.78734,0.53128
0.61537,0.80982
1.8908,-0.064079
0.70072,0.65652
1.0646,-0.50118
0.43007,1.047
0.5863,-0.40404
-0.39374,0.95576
0.34086,-0.16285
0.80913,0.72277
0.68243,0.73895
0.081219,0.87495
1.3858,-0.4588
1.4014,-0.36925
1.3263,-0.44273
1.0757,-0.39926
0.15032,0.028231
-0.87019,0.49085
-0.93825,0.16089
1.5431,-0.42949
1.6977,-0.13261
1.0045,-0.49325
0.021546,0.22877
-0.85435,0.60024
0.55201,0.86373
-0.2719,0.91106
0.95047,0.23708
1.0959,-0.003902
1.9381,0.11104
1.72,-0.26877
-0.13604,0.97765
0.76954,-0.51298
1.4542,-0.34297
1.0271,-0.57509
0.96364,-0.50364
1.2664,-0.54602
1.5768,-0.25492
-0.80567,0.48229
0.40623,-0.322
-0.0026559,0.41792
1.9561,0.20012
-0.4768,0.80088
0.66269,0.74853
-0.179,1.0643
-0.7301,0.53465
1.709,-0.2081
1.1313,-0.52721
-0.041618,0.39475
1.5097,-0.34893
1.3686,-0.42986
0.20085,1.0198
0.62104,0.85426
0.086496,-0.053282
1.4726,-0.4065
0.01747,0.99871
1.3343,-0.46776
0.717,-0.53162
1.0085,0.33065
-0.072258,0.45804
-1.0843,0.085083
1.9833,0.31877
-0.65079,0.73257
0.29982,-0.18594
0.34031,-0.33915
0.59399,0.75568
0.38405,-0.35015
1.908,0.14829
1.7202,-0.16919
1.7345,-0.19651
0.90446,-0.017252
1.2193,-0.54527
-0.6414,0.81318
0.91709,0.56421
